usuario,genero,minutos_reproducidos
u09950,Comedia,5
u06090,Comedia,21
u04319,Terror,107
u06937,Comedia,86
u02781,Comedia,39
u07399,Comedia,44
u02453,Documental,80
u05289,Accion,77
u08521,Comedia,11
u00426,Accion,107
u08962,Comedia,8
u03976,Drama,90
u08800,Accion,98
u06670,Comedia,44
u02125,Suspenso,95
u01301,Drama,52
u05016,Terror,76
u08658,Romance,63
u01965,Comedia,7
u05568,Documental,51
u05280,Comedia,14
u02361,Accion,133
u02040,Suspenso,128
u01185,Drama,155
u03935,Comedia,48
u05795,Accion,195
u08173,Suspenso,110
u00778,Drama,133
u03380,Drama,139
u02419,Comedia,5
u04078,Accion,114
u02440,Comedia,99
u07805,Accion,121
u05270,Comedia,56
u05588,Romance,99
u01990,Drama,188
u07869,Accion,124
u09259,Terror,119
u00945,Terror,113
u08221,Terror,70
u01898,Drama,33
u05752,Accion,114
u05151,Comedia,5
u01698,Comedia,29
u05886,Accion,159
u01666,Accion,125
u09763,Comedia,44
u09926,Suspenso,99
u08952,Documental,20
u09544,Terror,57
u09461,Accion,100
u01786,Romance,89
u05949,Documental,122
u02608,Comedia,55
u08591,Drama,116
u02631,Comedia,65
u07661,Suspenso,86
u09862,Comedia,14
u00239,Accion,151
u03537,Comedia,7
u03862,Accion,173
u09339,Comedia,20
u09750,Drama,77
u08492,Suspenso,41
u07900,Terror,94
u07146,Terror,106
u05862,Drama,122
u00249,Accion,97
u04324,Suspenso,82
u07102,Terror,87
u02861,Suspenso,135
u00724,Romance,87
u00570,Documental,53
u08412,Documental,102
u09587,Comedia,72
u02835,Suspenso,89
u07929,Romance,66
u06672,Terror,111
u02123,Terror,118
u04001,Suspenso,113
u03090,Comedia,10
u07166,Accion,79
u07211,Comedia,32
u00050,Romance,51
u00515,Accion,116
u04672,Comedia,57
u07750,Terror,80
u01166,Drama,142
u00415,Suspenso,66
u01105,Comedia,43
u04859,Accion,71
u03357,Suspenso,91
u02417,Suspenso,101
u05612,Accion,55
u05466,Comedia,10
u08396,Comedia,55
u07193,Drama,201
u05673,Suspenso,172
u08261,Drama,90
u08708,Drama,138
u03564,Comedia,67
u06384,Accion,63
u09657,Romance,78
u09845,Terror,33
u08899,Accion,86
u09818,Comedia,73
u06834,Drama,130
u04753,Accion,50
u08124,Accion,131
u03786,Drama,94
u09538,Comedia,17
u08536,Suspenso,119
u08728,Romance,104
u08547,Drama,74
u05024,Terror,117
u00983,Documental,36
u01346,Accion,157
u05692,Romance,75
u06003,Drama,162
u00527,Accion,185
u06648,Comedia,12
u07253,Terror,50
u00931,Romance,77
u02283,Accion,62
u01947,Drama,106
u03361,Comedia,57
u09786,Comedia,54
u08113,Accion,157
u02926,Suspenso,79
u03626,Comedia,43
u05470,Comedia,27
u01224,Accion,159
u07111,Drama,102
u09158,Comedia,70
u04993,Accion,98
u08815,Comedia,62
u04788,Comedia,5
u06819,Accion,69
u04727,Accion,102
u02373,Documental,10
u03300,Romance,59
u09361,Drama,158
u06452,Accion,156
u08584,Accion,106
u03810,Comedia,79
u02408,Comedia,61
u04865,Terror,73
u05028,Comedia,44
u04261,Romance,111
u04829,Accion,90
u08773,Accion,138
u09013,Drama,62
u09440,Documental,60
u08316,Suspenso,145
u01875,Accion,88
u08716,Drama,103
u03124,Comedia,73
u04225,Terror,71
u05255,Accion,102
u03199,Accion,86
u07083,Comedia,59
u01211,Accion,113
u09219,Accion,115
u05405,Drama,118
u04118,Drama,172
u05430,Suspenso,146
u08690,Terror,86
u09886,Drama,120
u04759,Accion,92
u08183,Terror,73
u08917,Suspenso,180
u00376,Comedia,5
u07414,Drama,106
u04399,Suspenso,86
u03860,Comedia,54
u01687,Terror,113
u05013,Accion,122
u00257,Drama,87
u03601,Accion,110
u00051,Accion,196
u06591,Romance,81
u07438,Drama,111
u00595,Comedia,39
u04732,Drama,129
u03874,Accion,129
u09265,Comedia,60
u05749,Accion,109
u05238,Suspenso,116
u01477,Comedia,62
u04871,Accion,115
u08033,Drama,116
u03021,Comedia,34
u06067,Comedia,33
u08054,Terror,90
u09857,Drama,145
u09588,Romance,114
u08067,Accion,117
u08168,Comedia,52
u04781,Terror,133
u04046,Suspenso,56
u02234,Documental,80
u08118,Drama,144
u06360,Drama,109
u04198,Drama,184
u09499,Comedia,24
u09830,Comedia,46
u09333,Comedia,17
u00616,Drama,140
u01567,Suspenso,118
u09169,Drama,126
u09509,Comedia,26
u02340,Accion,123
u08110,Accion,110
u07375,Suspenso,132
u06708,Comedia,86
u00379,Suspenso,101
u03466,Accion,78
u06006,Drama,79
u02272,Documental,8
u09239,Drama,146
u01008,Accion,166
u06801,Accion,162
u00110,Accion,177
u02772,Accion,131
u03884,Terror,80
u02601,Suspenso,32
u05519,Suspenso,132
u03244,Accion,133
u01006,Romance,128
u00306,Drama,111
u05702,Accion,129
u00959,Accion,56
u09146,Drama,86
u05271,Accion,57
u07596,Accion,159
u03539,Accion,99
u07021,Drama,159
u01631,Accion,88
u09984,Accion,104
u02604,Accion,108
u08259,Accion,126
u09027,Accion,94
u00206,Drama,169
u09907,Accion,153
u09725,Accion,75
u05692,Accion,210
u06142,Accion,132
u03146,Terror,65
u03121,Drama,98
u06729,Comedia,82
u08900,Suspenso,49
u06031,Accion,94
u00179,Accion,97
u05168,Comedia,54
u00113,Comedia,33
u08949,Comedia,74
u09089,Romance,73
u08351,Comedia,44
u08978,Accion,133
u01804,Suspenso,49
u02299,Comedia,34
u01543,Terror,99
u07260,Accion,114
u02155,Comedia,108
u08767,Accion,177
u01382,Accion,132
u05903,Drama,96
u01223,Comedia,75
u01502,Accion,91
u09051,Accion,143
u03575,Drama,70
u03730,Accion,91
u07741,Suspenso,100
u03192,Comedia,60
u09789,Comedia,21
u07477,Drama,146
u01562,Drama,77
u02523,Documental,101
u02392,Accion,141
u02676,Suspenso,151
u02184,Drama,205
u08469,Suspenso,79
u08067,Terror,116
u02079,Terror,73
u04343,Suspenso,97
u01121,Accion,49
u05420,Suspenso,59
u03371,Terror,117
u01909,Romance,76
u03521,Accion,44
u04308,Romance,107
u04497,Suspenso,62
u04751,Accion,75
u00498,Accion,138
u06992,Drama,98
u03588,Terror,72
u02414,Terror,89
u03801,Suspenso,130
u08655,Drama,120
u06172,Comedia,28
u03458,Suspenso,86
u08465,Comedia,52
u06970,Comedia,65
u01151,Drama,89
u07455,Suspenso,78
u05208,Documental,67
u00019,Accion,92
u09809,Accion,93
u03179,Comedia,5
u05578,Romance,82
u04082,Drama,138
u06455,Accion,129
u08604,Drama,190
u08934,Drama,118
u02672,Accion,57
u06388,Accion,121
u06834,Accion,92
u02625,Drama,145
u05500,Drama,129
u00515,Comedia,24
u00207,Comedia,65
u00948,Drama,98
u01829,Terror,97
u06862,Documental,67
u06095,Drama,102
u06346,Comedia,93
u02168,Documental,42
u07980,Accion,173
u05927,Comedia,5
u06533,Romance,103
u05657,Romance,84
u05944,Drama,57
u09849,Accion,112
u08794,Comedia,25
u05440,Romance,145
u08904,Suspenso,96
u01204,Romance,150
u07001,Comedia,48
u09584,Suspenso,111
u06640,Terror,89
u07690,Romance,44
u07514,Drama,81
u06627,Comedia,63
u07387,Drama,101
u03132,Comedia,30
u07135,Accion,84
u03731,Suspenso,89
u02667,Suspenso,114
u00550,Terror,99
u04742,Accion,30
u01245,Accion,100
u04013,Accion,87
u09038,Drama,106
u06197,Comedia,26
u04546,Suspenso,82
u06206,Drama,64
u07191,Comedia,22
u08236,Suspenso,91
u00659,Accion,59
u06996,Suspenso,91
u05777,Suspenso,147
u05294,Terror,91
u01692,Accion,71
u09558,Accion,171
u07736,Accion,114
u03131,Comedia,15
u07045,Drama,114
u04534,Accion,171
u05548,Accion,115
u00968,Accion,102
u01405,Terror,88
u08678,Comedia,43
u09948,Comedia,46
u03631,Accion,134
u02969,Accion,79
u07270,Drama,158
u01580,Drama,96
u05993,Terror,90
u00051,Drama,150
u06453,Comedia,7
u05154,Comedia,42
u09852,Drama,181
u06024,Comedia,61
u04301,Accion,113
u02788,Accion,102
u02156,Accion,192
u07020,Terror,74
u05361,Terror,94
u04231,Accion,86
u09807,Comedia,12
u07608,Accion,114
u08599,Comedia,63
u04198,Accion,92
u09577,Terror,75
u05413,Drama,49
u04500,Accion,120
u04910,Documental,54
u07170,Drama,153
u09822,Comedia,69
u03263,Comedia,25
u09219,Romance,50
u02990,Accion,38
u07655,Accion,130
u02225,Drama,127
u05377,Comedia,76
u02921,Comedia,10
u07702,Comedia,64
u06542,Suspenso,140
u05616,Suspenso,119
u04316,Terror,110
u06101,Drama,63
u02784,Accion,219
u09606,Drama,101
u02809,Romance,73
u03332,Suspenso,84
u02179,Accion,159
u00798,Documental,37
u02847,Accion,130
u00930,Accion,101
u04819,Comedia,27
u03092,Accion,136
u02263,Accion,161
u09526,Comedia,68
u09467,Drama,111
u07550,Drama,108
u03481,Drama,155
u03343,Comedia,63
u06054,Romance,134
u07575,Comedia,77
u07860,Comedia,55
u09410,Comedia,65
u09657,Accion,147
u04175,Comedia,73
u07148,Comedia,64
u04771,Accion,106
u05834,Suspenso,139
u08206,Terror,106
u07003,Comedia,45
u02294,Comedia,56
u02046,Romance,70
u01038,Accion,55
u06243,Suspenso,80
u09652,Accion,53
u08449,Suspenso,104
u06163,Drama,85
u04074,Terror,77
u01284,Accion,87
u06733,Comedia,14
u05946,Comedia,29
u03488,Drama,172
u02185,Drama,110
u08551,Comedia,41
u03188,Comedia,28
u09418,Comedia,87
u05496,Terror,109
u02298,Romance,83
u07098,Accion,75
u08470,Comedia,54
u03545,Accion,133
u06832,Romance,90
u00392,Drama,159
u00969,Accion,104
u05152,Comedia,61
u04365,Comedia,32
u03308,Drama,171
u06126,Accion,215
u04371,Drama,163
u04839,Suspenso,65
u08278,Drama,97
u03135,Accion,91
u01055,Romance,94
u03730,Comedia,59
u02670,Comedia,46
u00276,Terror,59
u05718,Comedia,61
u09298,Drama,163
u08023,Comedia,25
u08001,Comedia,33
u00129,Comedia,37
u07078,Comedia,62
u04327,Comedia,5
u03569,Accion,99
u07623,Accion,142
u08081,Terror,62
u02403,Accion,168
u01648,Suspenso,90
u03557,Comedia,9
u02194,Accion,128
u03105,Comedia,75
u04356,Accion,137
u02135,Suspenso,112
u09035,Accion,132
u03904,Drama,90
u03614,Accion,126
u08584,Accion,141
u02280,Suspenso,80
u09093,Drama,90
u01153,Accion,67
u01295,Romance,84
u08658,Comedia,29
u05290,Comedia,56
u03246,Drama,131
u06069,Accion,122
u06717,Drama,75
u06655,Accion,141
u08680,Suspenso,114
u02939,Suspenso,158
u02627,Comedia,67
u00950,Drama,186
u09242,Documental,55
u04076,Suspenso,140
u09583,Accion,53
u09276,Accion,83
u01659,Drama,119
u06933,Comedia,42
u08054,Suspenso,135
u06960,Drama,109
u01818,Documental,44
u08383,Accion,135
u00461,Comedia,83
u07972,Comedia,53
u06016,Comedia,65
u06377,Suspenso,67
u02522,Comedia,56
u03477,Suspenso,166
u02706,Drama,155
u04367,Drama,155
u09350,Terror,117
u00028,Accion,50
u04232,Accion,75
u06549,Documental,14
u03025,Comedia,51
u01265,Comedia,51
u09048,Comedia,33
u06588,Drama,110
u06578,Documental,53
u01252,Romance,83
u03871,Comedia,53
u01327,Romance,62
u06178,Comedia,41
u09218,Accion,142
u00362,Accion,156
u01219,Accion,167
u00606,Romance,78
u05960,Documental,54
u01671,Accion,127
u04444,Comedia,16
u01278,Documental,76
u00399,Suspenso,112
u02173,Comedia,19
u02811,Comedia,43
u06275,Suspenso,119
u05682,Accion,143
u02940,Romance,101
u09014,Accion,116
u00945,Romance,81
u05966,Accion,96
u06349,Documental,97
u07771,Accion,196
u07100,Documental,59
u01197,Accion,151
u01213,Accion,53
u00824,Documental,59
u07085,Suspenso,78
u00536,Suspenso,62
u03011,Comedia,48
u07538,Accion,139
u00950,Accion,131
u00544,Romance,81
u03901,Comedia,59
u04225,Terror,111
u02867,Terror,100
u02247,Comedia,55
u01837,Suspenso,127
u08269,Drama,52
u08561,Terror,89
u06977,Suspenso,72
u00349,Accion,160
u04602,Comedia,39
u04334,Terror,78
u05400,Suspenso,132
u05697,Drama,39
u01456,Documental,59
u02186,Suspenso,103
u07437,Suspenso,155
u03812,Accion,29
u07310,Comedia,60
u08087,Comedia,21
u03683,Accion,136
u01847,Terror,75
u01855,Comedia,29
u02986,Drama,65
u02895,Terror,104
u07497,Accion,85
u00559,Accion,98
u02897,Comedia,78
u01255,Drama,188
u01682,Comedia,26
u05272,Romance,85
u06284,Accion,178
u08855,Accion,134
u03326,Accion,180
u01242,Accion,136
u03144,Accion,154
u03038,Comedia,41
u08354,Drama,138
u01782,Accion,139
u04676,Drama,90
u01478,Comedia,25
u07149,Comedia,5
u07552,Comedia,26
u00107,Comedia,75
u02669,Romance,79
u04936,Accion,93
u07271,Terror,62
u01165,Comedia,29
u01158,Accion,69
u02247,Suspenso,146
u06654,Comedia,50
u08859,Drama,84
u07650,Comedia,56
u00512,Comedia,39
u08442,Terror,70
u00889,Terror,98
u09216,Suspenso,51
u07984,Drama,100
u08792,Terror,69
u03023,Terror,98
u02531,Terror,58
u06316,Accion,107
u02065,Terror,110
u09951,Drama,128
u05414,Accion,150
u06538,Drama,127
u03570,Suspenso,75
u01243,Comedia,44
u04330,Accion,143
u01926,Drama,178
u03396,Accion,116
u00441,Drama,105
u05232,Terror,68
u08182,Drama,103
u02744,Comedia,16
u08040,Suspenso,127
u08199,Accion,54
u01587,Accion,223
u00826,Suspenso,86
u03825,Accion,107
u01269,Drama,176
u07616,Drama,103
u03437,Comedia,60
u08090,Comedia,5
u01311,Terror,97
u09820,Comedia,62
u09229,Accion,73
u00478,Comedia,51
u08907,Terror,78
u09869,Comedia,28
u02163,Accion,107
u00509,Comedia,55
u07320,Drama,137
u00382,Accion,122
u09373,Accion,136
u01846,Documental,34
u07301,Accion,104
u09911,Accion,112
u09293,Comedia,74
u08910,Accion,132
u07718,Accion,128
u08510,Accion,77
u04630,Comedia,85
u05705,Accion,91
u01777,Accion,115
u08104,Drama,115
u02285,Comedia,8
u01245,Drama,68
u01334,Comedia,13
u03670,Suspenso,125
u01201,Terror,104
u01795,Suspenso,87
u06182,Drama,78
u01455,Suspenso,111
u01934,Drama,89
u00747,Terror,32
u07371,Terror,75
u09033,Comedia,82
u07974,Accion,34
u06828,Suspenso,91
u09281,Accion,93
u00793,Drama,98
u06928,Documental,72
u01268,Accion,134
u09743,Terror,79
u06370,Romance,79
u02691,Drama,125
u07875,Drama,144
u00293,Comedia,35
u06865,Comedia,25
u04023,Drama,98
u09597,Suspenso,123
u01649,Romance,72
u05172,Drama,66
u09590,Suspenso,121
u01694,Terror,96
u06711,Accion,126
u01038,Comedia,59
u03853,Terror,90
u05460,Accion,101
u09755,Suspenso,173
u09305,Comedia,71
u07049,Comedia,44
u06185,Suspenso,62
u09484,Accion,91
u01162,Accion,67
u01030,Comedia,20
u00979,Accion,57
u08710,Documental,60
u08975,Drama,145
u05130,Drama,164
u00138,Suspenso,80
u08946,Accion,61
u04809,Drama,188
u02456,Accion,107
u07393,Accion,45
u08772,Comedia,27
u03267,Romance,75
u04650,Comedia,36
u08588,Comedia,60
u05254,Suspenso,119
u05429,Comedia,8
u05986,Drama,163
u02590,Accion,75
u07177,Suspenso,110
u03035,Accion,75
u00170,Comedia,24
u03240,Comedia,32
u03416,Accion,133
u03569,Accion,85
u03485,Comedia,26
u04836,Romance,73
u01842,Terror,103
u06879,Suspenso,128
u04553,Accion,123
u06845,Suspenso,65
u03027,Comedia,37
u06190,Documental,106
u03966,Drama,157
u07185,Drama,78
u09794,Romance,97
u05480,Comedia,59
u05381,Terror,95
u01147,Comedia,51
u04327,Terror,120
u00112,Comedia,23
u00593,Comedia,58
u07414,Comedia,77
u08180,Suspenso,123
u01239,Romance,129
u05984,Terror,114
u02795,Suspenso,151
u03599,Comedia,71
u03804,Accion,116
u01527,Terror,99
u07910,Drama,111
u01970,Comedia,16
u09144,Romance,102
u01503,Comedia,27
u04468,Suspenso,51
u06408,Accion,153
u08302,Comedia,63
u02355,Drama,179
u05320,Accion,160
u00226,Romance,67
u03012,Drama,157
u04127,Terror,101
u00614,Drama,167
u00099,Comedia,15
u05459,Suspenso,68
u09003,Accion,77
u05917,Comedia,37
u03338,Suspenso,83
u02700,Accion,136
u05918,Accion,140
u07518,Documental,104
u01020,Romance,132
u03026,Comedia,66
u03529,Terror,78
u03887,Drama,108
u06232,Drama,65
u05183,Suspenso,148
u05579,Drama,107
u06730,Accion,103
u06962,Suspenso,151
u06014,Comedia,62
u00797,Drama,156
u01958,Terror,116
u03067,Romance,47
u02681,Romance,81
u04442,Romance,98
u02949,Drama,87
u03732,Drama,78
u01102,Accion,119
u05485,Accion,138
u09230,Comedia,71
u04232,Suspenso,79
u08984,Drama,49
u09971,Accion,136
u00982,Accion,85
u09458,Comedia,36
u05171,Romance,136
u08936,Accion,97
u02432,Comedia,91
u08567,Accion,97
u09946,Accion,87
u06350,Romance,109
u03898,Accion,179
u07549,Accion,150
u01992,Accion,134
u02929,Terror,43
u05431,Accion,105
u03447,Comedia,53
u06776,Romance,82
u08784,Accion,115
u05162,Romance,78
u02570,Accion,167
u02873,Accion,134
u09369,Drama,240
u01336,Accion,69
u05414,Accion,161
u00113,Terror,90
u03773,Comedia,32
u05295,Romance,99
u01988,Comedia,29
u04830,Terror,87
u01986,Comedia,50
u05092,Accion,105
u00253,Documental,82
u08316,Drama,173
u09429,Suspenso,89
u00624,Accion,59
u03157,Comedia,64
u03390,Comedia,46
u03418,Drama,84
u09848,Comedia,63
u09459,Accion,105
u02946,Accion,88
u09353,Drama,147
u08633,Accion,67
u02093,Comedia,48
u02706,Accion,91
u03760,Accion,119
u05113,Drama,111
u00554,Suspenso,69
u04905,Comedia,57
u01113,Comedia,12
u02778,Drama,151
u07098,Accion,44
u01315,Comedia,30
u03494,Accion,124
u08291,Accion,95
u07474,Comedia,37
u07016,Accion,144
u09672,Suspenso,126
u05711,Comedia,53
u01223,Accion,129
u04584,Comedia,46
u05521,Comedia,90
u07873,Suspenso,93
u09197,Comedia,24
u08669,Comedia,65
u05432,Drama,102
u09328,Comedia,10
u01706,Suspenso,111
u00518,Drama,88
u01221,Terror,112
u02507,Accion,59
u04326,Suspenso,131
u09384,Accion,108
u05480,Accion,169
u07437,Terror,129
u03091,Accion,87
u06498,Comedia,11
u05169,Terror,74
u06994,Accion,140
u00974,Accion,135
u05278,Terror,58
u08258,Comedia,20
u06093,Accion,116
u02907,Drama,119
u00571,Drama,150
u00308,Comedia,94
u03743,Accion,90
u08975,Drama,103
u00766,Accion,144
u08965,Drama,102
u07815,Comedia,64
u07736,Accion,125
u08037,Comedia,103
u07597,Comedia,34
u00540,Accion,75
u07986,Drama,82
u02050,Comedia,10
u03284,Comedia,65
u04676,Terror,144
u01664,Accion,82
u06477,Comedia,35
u09240,Accion,152
u03440,Comedia,53
u08698,Comedia,27
u07144,Romance,102
u03248,Drama,53
u03501,Accion,111
u01911,Drama,118
u00733,Accion,64
u03514,Suspenso,96
u09764,Comedia,8
u04610,Romance,112
u04457,Terror,97
u03336,Suspenso,63
u08169,Accion,125
u07057,Suspenso,125
u02754,Accion,104
u01373,Documental,24
u09637,Comedia,46
u03377,Terror,97
u08482,Drama,72
u00064,Comedia,32
u03946,Comedia,33
u00330,Comedia,41
u04859,Comedia,47
u01964,Drama,98
u03089,Documental,114
u00141,Terror,117
u04540,Terror,88
u02474,Drama,12
u05595,Drama,80
u03904,Suspenso,115
u05365,Comedia,14
u00450,Comedia,48
u04447,Comedia,49
u04695,Drama,44
u04807,Accion,90
u00870,Suspenso,100
u06080,Comedia,63
u07308,Drama,125
u03660,Accion,124
u03603,Comedia,33
u08585,Accion,172
u09034,Accion,122
u02449,Suspenso,78
u07593,Comedia,50
u02954,Suspenso,126
u05132,Comedia,19
u01359,Drama,13
u09183,Accion,103
u09231,Accion,70
u08220,Comedia,107
u00388,Comedia,6
u00833,Accion,102
u08442,Suspenso,68
u09721,Comedia,10
u04194,Comedia,39
u01839,Comedia,25
u09553,Documental,31
u09516,Comedia,91
u00892,Comedia,37
u05589,Romance,144
u01306,Accion,129
u05284,Romance,88
u04549,Drama,108
u04193,Accion,146
u06453,Accion,145
u08454,Terror,99
u02341,Accion,106
u01794,Terror,77
u06395,Comedia,42
u00325,Suspenso,90
u09178,Accion,101
u07849,Accion,122
u08115,Comedia,75
u06645,Suspenso,122
u04783,Comedia,18
u09932,Suspenso,135
u03138,Accion,117
u03899,Accion,191
u00836,Accion,134
u04155,Drama,108
u02779,Comedia,35
u09589,Suspenso,151
u06410,Drama,105
u09869,Suspenso,99
u04314,Accion,195
u05647,Romance,81
u07609,Drama,158
u03722,Drama,96
u07912,Drama,75
u01672,Romance,81
u00917,Comedia,5
u05589,Accion,88
u09110,Accion,132
u09326,Documental,48
u06497,Comedia,41
u01837,Suspenso,101
u02139,Accion,151
u04008,Comedia,89
u01906,Drama,55
u03990,Documental,44
u03486,Terror,72
u04798,Accion,62
u02733,Terror,83
u07715,Drama,110
u01322,Accion,108
u03355,Drama,141
u09721,Romance,83
u07102,Accion,80
u04744,Documental,37
u08952,Comedia,36
u07015,Drama,207
u03413,Comedia,76
u07826,Terror,93
u01358,Drama,169
u03482,Comedia,82
u09141,Drama,154
u01767,Comedia,36
u08220,Accion,123
u07164,Drama,102
u02471,Drama,111
u00160,Accion,132
u02893,Romance,95
u05327,Accion,93
u04114,Comedia,36
u07750,Comedia,62
u07799,Accion,96
u05000,Accion,103
u01571,Suspenso,39
u09029,Comedia,61
u03406,Comedia,5
u05528,Terror,81
u05849,Terror,54
u06818,Terror,104
u01628,Comedia,70
u06144,Terror,75
u08397,Romance,101
u06559,Accion,122
u05273,Drama,214
u07882,Suspenso,106
u08984,Documental,24
u03748,Accion,168
u09298,Romance,87
u09283,Terror,86
u01608,Terror,94
u05075,Accion,182
u07154,Drama,167
u06734,Comedia,28
u00067,Drama,139
u08001,Terror,97
u07646,Accion,107
u09471,Accion,76
u04159,Comedia,49
u09006,Drama,81
u00403,Terror,96
u07926,Drama,59
u04167,Suspenso,106
u02926,Terror,88
u02994,Drama,87
u09279,Drama,121
u00772,Suspenso,100
u07372,Suspenso,108
u09862,Suspenso,87
u05714,Drama,81
u08168,Drama,116
u01557,Suspenso,118
u01152,Drama,107
u05315,Accion,133
u01218,Suspenso,96
u03945,Drama,101
u08040,Documental,30
u02043,Drama,158
u06304,Comedia,54
u08898,Accion,92
u02670,Comedia,39
u02114,Accion,101
u02978,Romance,101
u04379,Drama,122
u07228,Suspenso,134
u06262,Accion,98
u00423,Accion,152
u08723,Comedia,41
u00091,Romance,169
u03373,Accion,98
u06037,Suspenso,100
u01943,Accion,93
u03806,Accion,133
u09433,Terror,5
u09951,Accion,90
u00098,Accion,110
u01480,Accion,170
u04627,Terror,107
u05148,Drama,153
u03648,Drama,140
u05444,Comedia,57
u00080,Accion,80
u05578,Accion,118
u02224,Accion,79
u02570,Terror,51
u09965,Suspenso,157
u04519,Accion,173
u01124,Accion,57
u02624,Accion,100
u01404,Romance,95
u02579,Accion,147
u00332,Terror,126
u07486,Accion,94
u00740,Terror,83
u08234,Accion,67
u04981,Suspenso,83
u03879,Accion,49
u01950,Drama,98
u03461,Terror,124
u02129,Terror,83
u04498,Romance,25
u02155,Drama,98
u05231,Accion,132
u07445,Terror,73
u01238,Drama,161
u09959,Accion,100
u08698,Accion,145
u05241,Suspenso,107
u04816,Drama,168
u09587,Accion,112
u00257,Suspenso,52
u01721,Drama,157
u07348,Accion,92
u07077,Comedia,7
u01072,Romance,94
u01623,Terror,104
u02067,Comedia,29
u09262,Accion,130
u08643,Accion,78
u00898,Accion,124
u05176,Comedia,6
u08274,Suspenso,148
u08929,Accion,82
u04175,Accion,101
u05782,Accion,90
u03945,Comedia,33
u06427,Accion,149
u05436,Drama,149
u09884,Comedia,50
u09372,Comedia,21
u02936,Accion,165
u05834,Terror,113
u08089,Comedia,71
u00462,Accion,157
u00117,Comedia,57
u05786,Documental,47
u06508,Terror,89
u09847,Suspenso,159
u05831,Romance,86
u04562,Drama,107
u09991,Drama,111
u08128,Romance,107
u00660,Suspenso,123
u02123,Terror,88
u01587,Suspenso,176
u04683,Terror,95
u06800,Comedia,5
u08827,Accion,160
u06988,Terror,77
u07976,Romance,69
u02883,Documental,99
u05250,Accion,137
u02812,Drama,86
u05528,Drama,196
u01885,Comedia,70
